,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363
110,baby,love,think,little,kind,notice,walkin,peace,mind,shoe,gave,present,puttin,someone,first,work,top,five,way,goin,tonight,best,believe,still,bejeweled,walk,room,still,make,whole,place,shimmer,meet,band,ask,man,,could,still,say,remember,familiarity,breed,contempt,put,basement,wh,n,want,penthouse,heart,diamond,eye,polish,real,polish,real,nice,nice,baby,boy,think,good,girl,good,girl,extra,credit,got,graded,curve,think,time,teach,lesson,made,world,huh,heard,huh,reclaim,land,miss,miss,miss,sparklin,nice,might,also,best,believe,still,bejeweled,walk,room,still,make,whole,place,shimmer,meet,band,ask,man,,could,still,say,remember,familiarity,breed,contempt,put,basement,want,penthouse,heart,diamond,eye,polish,real,polish,real,nice,nice,sapphire,tear,face,sadness,became,whole,sky,guy,said,aura,moonstone,high,dancin,night,try,change,mind,might,wait,line,whats,girl,gonna,diamond,gotta,shine,best,believe,still,bejeweled,walk,room,still,make,whole,place,shimmer,shimmer,meet,band,ask,man,,could,still,say,remember,familiarity,breed,contempt,put,basement,want,penthouse,heart,diamond,eye,polish,real,nice,polish,real,nice,dancin,night,try,change,mind,might,wait,line,whats,girl,gonna,whats,girl,gonna,polish,nice,best,believe,still,bejeweled,walk,room,still,make,whole,place,shimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,thing,get,older,never,wiser,midnight,become,afternoon,depression,work,graveyard,shift,people,ghosted,stand,room,left,device,come,price,vice,end,crisis,tale,old,time,wake,screaming,dreaming,one,day,watch,leaving,got,tired,scheming,last,time,hi,problem,teatime,everybody,agrees,stare,directly,sun,never,mirror,must,exhausting,always,rooting,antihero,sometimes,feel,everybody,sexy,baby,monster,hill,big,hang,slowly,lurching,toward,favorite,city,pierced,heart,never,killed,might,also,hear,covert,narcissism,disguise,altruism,kind,congressman,tale,old,time,wake,screaming,dreaming,one,day,watch,leaving,life,lose,meaning,last,time,hi,problem,problem,teatime,everybody,agrees,stare,directly,sun,never,mirror,must,exhausting,always,rooting,antihero,dream,daughterinlaw,kill,money,think,left,family,gather,round,read,someone,scream,laughing,hell,hi,problem,hi,problem,hi,everybody,agrees,everybody,agrees,hi,hi,problem,problem,teatime,teatime,everybody,agrees,everybody,agrees,stare,directly,sun,never,mirror,must,exhausting,always,rooting,antihero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,washed,hand,club,made,mess,pictured,girl,love,threw,street,waiting,bus,never,show,start,walkin,say,right,know,bar,play,song,nothing,ever,felt,wrong,love,lie,shit,friend,say,get,hit,different,hit,different,time,catastrophic,blue,movin,always,easy,hit,different,hit,different,used,switch,ken,ghost,rip,bandaid,skip,town,lik,asshole,outlaw,freedom,felt,summ,r,coast,sun,burn,heart,sand,hurt,feeling,never,cry,never,cry,bar,yeah,sadness,contagious,sadness,contagious,slur,name,someone,put,car,stopped,receiving,invitation,might,also,love,lie,shit,friend,say,get,hit,different,hit,different,time,catastrophic,blue,movin,always,easy,hit,different,hit,different,find,artifact,cried,hat,cursed,space,needed,trace,evidence,make,make,sense,wound,still,bleedin,one,loved,need,another,metaphor,simple,enough,wrinkle,time,crease,eye,kill,main,guy,dream,hair,stare,sense,belief,good,world,believed,felt,held,bet,could,still,melt,world,argumentative,antithetical,dream,girl,heard,key,turn,door,hallway,key,door,okay,come,take,away,take,away,love,lie,shit,friend,say,get,hit,different,hit,different,hit,different,time,catastrophic,blue,movin,always,easy,hit,different,hit,different,hit,different,love,lie,shit,friend,say,get,catastrophic,blue,movin,always,easy,hit,different,yeah,hit,different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,upon,time,planet,fate,star,aligned,ended,room,time,touch,hand,lit,fuse,chain,reaction,countermove,ass,equation,checkmate,lose,told,none,accidental,first,night,saw,nothing,gonna,stop,laid,groundwork,clockwork,domino,cascaded,line,told,mastermind,mine,sign,mastermind,see,wi,st,woman,way,born,pawn,every,lover,game,might,also,fail,plan,plan,fail,strategy,set,scene,tale,wind,freeflowing,sail,liquor,cocktail,told,none,accidental,first,night,saw,knew,wanted,body,laid,groundwork,clockwork,domino,cascaded,line,told,mastermind,mine,design,mastermind,one,wanted,play,little,kid,scheming,criminal,ever,since,make,love,make,seem,effortless,first,time,felt,need,confess,swear,cryptic,machiavellian,care,told,none,accidental,first,night,saw,nothing,gonna,stop,laid,groundwork,saw,wide,smirk,face,knew,entire,time,knew,mastermind,mine,yeah,smile,mastermind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,lock,broken,slur,spoken,wound,open,game,token,know,keeping,count,rain,soaking,blind,hoping,said,freeloading,know,keeping,count,high,infidelity,put,record,regret,bent,truth,far,tonight,dancing,around,dancing,around,high,infidelity,put,headphone,burn,city,picket,fence,sharp,knife,dancing,around,dancing,around,really,wanna,know,april,29th,really,chart,constellation,eye,storm,coming,good,husband,bad,omen,dragged,foot,right,aisle,house,lonely,good,money,pay,know,seemed,right,thing,time,might,also,know,there,many,different,way,kill,one,love,slowest,way,never,loving,enough,really,wanna,know,april,29th,really,tell,brought,back,life,high,infidelity,put,record,regret,bent,truth,far,tonight,dancing,around,dancing,around,high,infidelity,put,headphone,burn,city,picket,fence,sharp,knife,dancing,around,dancing,around,really,want,know,april,29th,really,chart,constellation,eye,know,there,many,different,way,kill,one,love,slowest,way,never,loving,enough,high,infidelity,put,record,regret,meeting,bent,truth,far,tonight,dancing,around,dancing,around,high,infidelity,put,headphone,burn,city,picket,fence,sharp,knife,dancing,around,dancing,around,there,many,different,way,kill,one,love,never,enough,never,enough,lock,broken,slur,spoken,wound,open,game,token,know,keeping,count,rain,soaking,blind,hoping,said,freeloading,know,keeping,count,keeping,count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,meet,midnight,staring,ceiling,ever,say,much,really,read,melancholia,scrutiny,yeah,yeah,handle,beautifully,yeah,yeah,shit,new,yeah,yeah,feel,lavender,haze,creeping,surreal,damned,give,damn,people,say,deal,1950s,shit,want,wanna,stay,lavender,haze,keep,asking,keep,asking,gonna,bride,kinda,girl,see,kinda,girl,see,onenight,wife,might,also,find,dizzying,yeah,yeah,theyre,bringing,history,yeah,yeah,even,listening,yeah,yeah,feel,lavender,haze,creepin,surreal,damned,give,damn,people,say,deal,1950s,shit,want,wanna,stay,lavender,haze,lavender,haze,talk,talk,go,viral,need,love,spiral,get,chest,get,desk,get,desk,talk,talk,go,viral,need,love,spiral,get,chest,get,desk,feel,feel,lavender,haze,creeping,surreal,damned,give,damn,people,say,deal,deal,1950s,shit,want,wanna,stay,lavender,haze,get,chest,get,desk,lavender,haze,wanna,stay,wanna,stay,lavender,haze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,one,night,moon,ago,saw,fleck,couldve,light,might,passing,unbeknownst,life,emotionally,abusive,time,cant,stop,quite,flight,awful,thanks,asking,unglued,thanks,snow,beach,weird,fuckin,beautiful,flying,dream,star,pocketful,wanting,tonight,feel,impossible,comin,sound,around,snow,beach,snow,beach,snow,beach,snow,might,also,scene,feel,saw,screen,searched,aurora,borealis,green,never,seen,someone,lit,within,blurring,periphery,smile,contest,hide,would,dishonest,fine,fake,make,true,snow,beach,weird,fuckin,beautiful,flying,dream,star,pocketful,wanting,tonight,feel,impossible,comin,sound,around,snow,beach,mmm,snow,beach,snow,beach,mmm,snow,cant,cant,speak,afraid,jinx,even,dare,wish,eye,flying,saucer,another,planet,janet,real,thing,falling,snow,beach,snow,beach,weird,fuckin,beautiful,flying,dream,flying,dream,star,pocketful,wanting,wanting,tonight,feel,impossible,comin,sound,around,snow,beach,snow,beach,mmm,snow,beach,flying,dream,snow,beach,wanting,mmm,snow,comin,sound,around,snow,beach,snow,snow,uhhuh,yeah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,wanted,know,hanging,gone,wouldve,asked,kind,cold,fog,windshield,glass,felt,passed,there,ache,put,ache,could,call,even,could,call,babe,weekend,ti,damn,season,write,stayin,parent,house,road,taken,look,real,good,always,lead,hometown,park,car,right,methodist,th,school,used,holiday,linger,bad,perfume,run,far,escaped,remember,watched,leave,okay,okay,could,call,even,could,call,babe,weekend,ti,damn,season,write,stayin,parent,house,road,taken,look,real,good,time,fly,messy,mud,truck,tire,missing,smile,hear,could,ride,around,road,taken,look,real,good,always,lead,hometown,sleep,half,day,old,time,sake,ask,wait,ask,stay,go,back,la,socalled,friend,wholl,write,book,ever,make,wonder,soul,tell,smile,fakin,heart,know,breakin,leave,warmest,bed,ever,known,could,call,even,even,though,leaving,weekend,ti,damn,season,might,also,could,call,even,could,call,babe,weekend,ti,damn,season,write,stayin,parent,house,road,taken,look,real,good,time,fly,messy,mud,truck,tire,missing,smile,hear,could,ride,around,road,taken,look,real,good,always,lead,hometown,always,lead,hometown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,gray,november,since,july,motion,capture,put,bad,light,replay,footstep,stepping,stone,trying,find,one,went,wrong,writing,letter,addressed,fire,catching,breath,staring,open,window,catching,death,sure,feeling,peculiar,pain,would,evermore,hey,december,guess,feeling,unmoored,cant,remember,used,fight,rewind,th,tape,pause,th,moment,lost,sending,signal,doublecrossed,catching,breath,barefoot,wildest,winter,catching,death,sure,feeling,peculiar,pain,would,evermore,evermore,cant,think,cost,thing,lost,get,pause,certain,well,tall,whether,weather,frost,violence,dog,day,wave,tossed,line,could,go,cross,shipwrecked,cant,think,cost,thought,thing,lost,crack,light,get,pause,,dreamed,certain,well,tall,think,cost,real,enough,whether,weather,frost,get,violence,dog,day,violence,dog,day,wave,tossed,wave,tossed,swear,line,go,cross,,might,also,catching,breath,floor,cabin,creaking,step,sure,feeling,peculiar,pain,evermore,evermore,evermore,pain,evermore,evermore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,honey,tree,see,right,year,given,shit,dividin,showed,hiding,spot,dancing,music,stopped,disbelief,cant,face,reinvention,met,new,yet,therell,happiness,happiness,thing,true,happiness,past,blood,bruise,past,curse,cry,beyond,terror,nightfall,haunted,look,eye,wouldve,loved,lifetime,leave,behind,happiness,tell,winning,smile,begin,look,smirk,lesson,start,look,weapon,pointed,deepest,hurt,hope,shell,beautiful,fool,take,spot,next,mean,sorry,cant,see,fact,fury,met,new,yet,therell,happiness,happiness,thing,believe,happiness,might,also,history,across,great,divide,glorious,sunrise,dappled,flicker,light,dress,wore,midnight,leave,behind,happiness,cant,make,go,away,making,villain,guess,price,paid,seven,year,heaven,pulled,body,mine,every,goddamn,night,get,fake,nicety,one,teach,good,man,hurt,know,hurt,honey,tree,see,eye,leak,acid,rain,pillow,used,lay,head,giving,best,tell,give,want,green,light,forgiveness,met,new,yet,think,shell,give,therell,happiness,happiness,thing,true,happiness,history,across,great,divide,glorious,sunrise,dappled,flicker,light,dress,wore,midnight,leave,behind,leave,behind,leave,behind,happiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,sit,watch,reading,head,low,wake,watch,breathing,eye,closed,sit,watch,notice,everything,much,older,wiser,wait,door,kid,use,best,color,portrait,lay,table,fancy,shit,watch,tolerate,head,tell,tell,got,wrong,somehow,know,love,celebrated,tolerate,greet,battle,hero,welcome,take,indiscretion,good,fun,sit,list,n,polish,plate,gleam,glist,n,much,older,wiser,wait,door,kid,use,best,color,portrait,lay,table,fancy,shit,watch,tolerate,head,tell,tell,got,wrong,somehow,know,love,celebrated,tolerate,building,world,wheres,man,whod,throw,blanket,barbed,wire,made,temple,mural,sky,begging,footnote,story,life,drawing,heart,byline,always,taking,much,space,time,assume,fine,would,break,free,leave,ruin,took,dagger,removed,gain,weight,lose,believe,could,head,tell,tell,got,wrong,somehow,know,love,celebrated,tolerate,might,also,sit,watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,water,ship,rolled,night,rough,surface,cut,knife,openshut,case,never,wouldve,known,look,face,lost,current,priceless,wine,say,le,know,wherever,stray,follow,begging,take,hand,wreck,plan,man,life,willow,bent,right,wind,head,pillow,could,feel,sneakin,mythical,thing,trophy,champion,ring,one,prize,cheat,win,say,le,know,wherever,stray,follow,begging,take,hand,wreck,plan,man,know,train,could,take,home,anywhere,else,hollow,begging,take,hand,wreck,plan,man,life,willow,bent,right,wind,count,time,time,life,willow,bent,right,wind,come,back,stronger,90,trend,wait,signal,meet,dark,show,place,others,gave,scar,openshut,case,guess,known,look,face,every,baitandswitch,work,art,might,also,say,le,know,wherever,stray,follow,begging,take,hand,wreck,plan,man,know,train,could,take,home,anywhere,else,hollow,begging,take,hand,wreck,plan,man,say,le,know,wherever,stray,follow,begging,take,hand,wreck,plan,man,know,train,could,take,home,anywhere,else,hollow,begging,take,hand,wreck,plan,man,hey,man,man,yeah,man,every,baitandswitch,work,art,man,hey,man,begging,take,hand,wreck,plan,man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,never,kind,forget,clever,never,clever,forget,kind,know,better,think,talking,know,better,think,still,around,died,stay,dead,died,stay,dead,alive,alive,head,died,stay,dead,died,stay,dead,alive,alive,never,polit,forget,power,nev,r,wield,power,forget,polite,know,better,think,listening,know,better,think,still,around,died,stay,dead,died,stay,dead,alive,alive,head,died,stay,dead,died,stay,dead,alive,alive,might,also,autumn,chill,wake,loved,amber,sky,much,long,limb,frozen,swim,always,go,past,foot,could,touch,complained,whole,way,car,ride,back,stair,asked,question,asked,asked,write,kept,every,grocery,store,receipt,every,scrap,would,taken,watched,signed,name,marjorie,closet,backlogged,dream,left,died,stay,dead,died,stay,dead,alive,alive,head,died,stay,dead,died,stay,dead,alive,alive,know,better,think,singing,know,better,think,still,around,know,better,still,feel,around,know,better,still,around,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,dinner,cold,chatter,get,old,ask,tab,moment,he,insisting,friend,look,word,sister,come,back,whisper,prove,fact,seemed,twin,dream,crook,caught,old,familiar,body,ache,snap,little,break,soul,know,time,go,twenty,year,job,son,bos,get,spot,trying,stay,kid,keeping,break,heart,worse,old,familiar,body,ache,snap,little,break,soul,know,time,go,sometimes,giving,strong,thing,sometimes,run,brave,thing,sometimes,walking,one,thing,find,right,thing,sometimes,giving,strong,thing,sometimes,run,brave,thing,sometimes,walking,one,thing,find,right,thing,fifteen,year,fifteen,million,tear,begging,knee,bled,gave,gave,nothing,wondered,left,sits,throne,palace,bone,praying,greed,he,got,past,frozen,behind,glass,got,might,also,old,familiar,body,ache,snap,little,break,soul,know,time,go,sometimes,giving,strong,thing,sometimes,run,brave,thing,sometimes,walking,one,thing,find,right,thing,sometimes,giving,strong,thing,sometimes,run,brave,thing,sometimes,walking,one,thing,find,right,thing,find,right,thing,know,soul,know,soul,time,go,know,know,know,know,time,go,go,go,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,hows,one,know,meet,spirit,meet,bone,faithforgotten,land,snow,touch,brought,forth,incandescent,glow,tarnished,grand,old,widow,go,stone,every,day,sit,wait,grieving,living,goddamn,pain,fit,palm,freezing,hand,taking,mine,promised,another,cant,stop,putting,root,dreamland,house,stone,ivy,grows,covered,wish,know,fatal,flaw,make,long,magnificently,cursed,he,room,opal,eye,wish,see,want,whats,goddamn,pain,fit,palm,freezing,hand,taking,mine,promised,another,cant,stop,putting,root,dreamland,house,stone,ivy,grows,covered,might,also,clover,bloom,field,spring,break,loose,time,near,would,found,crescent,moon,coast,clear,spring,break,loose,fear,he,gonna,burn,house,ground,hows,one,know,live,die,moment,stole,begged,borrowed,time,tell,run,dare,sit,watch,well,become,drink,husband,wine,goddamn,pain,fit,palm,freezing,hand,taking,mine,promised,another,cant,stop,putting,root,dreamland,house,stone,ivy,grows,covered,covered,yeah,fire,goddamn,blaze,dark,started,started,yeah,war,goddamn,fight,life,started,started,cant,stop,putting,root,dreamland,house,stone,ivy,grows,covered,covered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,dinner,cold,chatter,get,old,ask,tab,moment,he,insisting,friend,look,word,sister,come,back,whisper,prove,fact,seemed,twin,dream,crook,caught,old,familiar,body,ache,snap,little,break,soul,know,time,go,twenty,year,job,son,bos,get,spot,trying,stay,kid,keeping,break,heart,worse,old,familiar,body,ache,snap,little,break,soul,know,time,go,sometimes,giving,strong,thing,sometimes,run,brave,thing,sometimes,walking,one,thing,find,right,thing,sometimes,giving,strong,thing,sometimes,run,brave,thing,sometimes,walking,one,thing,find,right,thing,fifteen,year,fifteen,million,tear,begging,knee,bled,gave,gave,nothing,wondered,left,sits,throne,palace,bone,praying,greed,he,got,past,frozen,behind,glass,got,might,also,old,familiar,body,ache,snap,little,break,soul,know,time,go,sometimes,giving,strong,thing,sometimes,run,brave,thing,sometimes,walking,one,thing,find,right,thing,sometimes,giving,strong,thing,sometimes,run,brave,thing,sometimes,walking,one,thing,find,right,thing,find,right,thing,know,soul,know,soul,time,go,know,know,know,know,time,go,go,go,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,hey,dorothea,ever,stop,think,younger,park,honey,makin,lark,misery,got,shiny,friend,since,left,town,tiny,screen,place,see,got,nothin,well,wish,place,ever,way,never,late,come,back,side,star,eye,shined,brighter,tupelo,ever,tired,b,in,known,know,know,always,know,dorothea,uhuh,dorothea,ahah,your,queen,sellin,dream,sellin,makeup,magazine,buy,anything,hey,dorothea,ever,stop,think,calmer,skippin,prom,piss,mom,pageant,scheme,damn,dorothea,wanna,still,soul,met,bleacher,well,guess,never,know,go,show,might,also,never,late,come,back,side,star,eye,shined,brighter,tupelo,ever,tired,bein,known,know,know,always,know,dorothea,uhuh,dorothea,ahah,oohwoooohoohooh,oohoohoohooh,oohwoooohoohooh,oohoohooh,dorothea,ahahah,ahah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,long,time,seeing,shape,name,still,spell,pain,right,way,went,look,know,yes,got,letter,yes,better,cut,deep,know,right,bone,yes,got,letter,yes,better,know,need,closure,closure,treat,situation,need,handled,fine,spite,tear,beer,candle,feel,smoothing,yes,got,letter,yes,bett,r,cut,deep,know,right,bone,yes,got,l,tter,yes,better,know,need,closure,closure,closure,closure,know,wrinkle,new,life,staying,friend,would,iron,nice,guilty,guilty,reaching,across,sea,put,fake,unnecessary,yes,got,letter,yes,better,cut,deep,know,right,bone,yes,got,letter,yes,better,know,need,closure,closure,closure,closureyou,might,also,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,tennis,court,covered,tentlike,thing,asked,dance,said,dancin,dangerous,game,thought,gonna,one,thing,know,never,gonna,love,got,trick,sleeve,take,one,know,one,cowboy,never,wanted,love,fancy,car,waiting,phone,sitting,airport,bar,trick,sleeve,take,one,know,one,cowboy,perched,dark,tellin,rich,folk,anything,wanna,hear,could,love,could,way,forward,pay,bandit,eye,full,star,hustling,good,life,never,thought,meet,could,love,could,way,forward,know,pay,cowboy,perched,dark,tellin,rich,folk,anything,wanna,hear,could,love,could,way,forward,pay,bandit,eye,full,star,hustlin,good,life,never,thought,meet,could,love,could,way,forward,know,pay,might,also,skeleton,closet,plotted,hard,fuck,old,men,swindled,really,believe,one,lady,lunchin,story,passed,town,locked,hang,lip,garden,babylon,boot,beneath,bed,forever,sweetest,con,trick,sleeve,take,one,know,one,cowboy,never,gonna,love,never,gonna,love,never,gonna,love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
