,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363
91,here,something,learned,people,think,know,someone,truth,know,version,chosen,show,know,friend,certain,light,know,way,lover,way,lover,never,know,way,friend,mother,know,differently,roommate,know,differently,colleague,secret,admirer,look,see,elaborate,sunset,brilliant,color,dimension,spirit,pricelessness,yet,stranger,pas,person,see,faceless,member,crowd,nothing,may,hear,rumor,person,believe,thing,true,may,one,day,meet,person,feel,foolish,believing,baseless,gossip,first,generation,able,look,back,entire,life,story,documented,picture,internet,together,discover,aftereffect,ultimately,post,photo,online,curate,stranger,think,wake,look,mirror,face,see,crack,scar,blemish,cringe,hope,someday,well,meet,someone,see,morning,face,instead,see,future,partner,forever,someone,still,choose,even,see,side,story,angle,kaleidoscope,point,despite,need,simplify,generalize,absolutely,everyone,everything,life,human,intrinsically,impossible,simplify,never,good,bad,mosaic,worst,self,best,self,deepest,secret,favorite,story,tell,dinner,party,existing,somewhere,welllit,profile,photo,driver,license,shot,mixture,selfishness,generosity,loyalty,selfpreservation,pragmatism,impulsiveness,public,eye,since,15,year,old,beautiful,lovely,side,lucky,make,music,living,look,crowd,loving,vibrant,people,side,coin,mistake,used,heartbreak,used,entertainment,songwriting,trivialized,oversharing,album,come,gossip,blog,scour,lyric,men,attribute,song,inspiration,music,simple,basic,paternity,test,slideshows,photo,backing,incorrect,theory,2017,see,picture,happened,right,let,say,louder,back,think,know,someone,truth,know,version,chosen,show,explanation,reputation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,anything,bite,nail,laugh,nervous,promise,people,world,want,giving,want,darling,need,stop,anything,knock,wood,every,time,make,plan,cross,finger,hold,breath,wish,lucky,number,eyelash,superstition,lone,survivor,shipwreck,rest,peace,naive,bravado,life,get,good,darling,scare,anything,never,wanted,lock,door,secret,garden,gate,diary,drawer,want,face,know,anymore,fear,much,better,darling,anything,there,justice,system,head,name,never,speak,make,ruthless,ruling,new,enemy,turn,steel,become,bar,confine,little,golden,prison,cell,darling,meet,anything,grown,hate,pride,love,thigh,amount,friend,25,fill,empty,seat,lunch,table,past,team,picked,last,darling,keep,trying,anything,recognize,face,love,stripped,shiny,paint,threw,victory,flag,away,saw,one,wanted,anyway,darling,later,thank,star,frightful,day,anything,sorry,darling,going,okay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,nice,throwing,big,party,jump,pool,balcony,everyone,swimming,champagne,sea,rule,show,bass,beat,rattling,chandelier,feeling,gatsby,whole,year,whyd,rain,parade,shaking,head,locking,gate,cant,nice,thing,darling,break,take,away,cant,nice,thing,honey,think,hear,thing,said,cant,nice,thing,nice,friend,giving,second,chance,stabbed,back,shaking,hand,therein,lie,issue,friend,try,trick,get,phone,mindtwist,took,axe,mended,fence,friend,lost,lately,mmmm,shady,cant,nice,thing,darling,yeah,break,take,away,cant,nice,nice,thing,thing,baby,honey,think,hear,thing,said,cant,might,also,here,toast,real,friend,care,hesaid,shesaid,here,baby,aint,reading,call,lately,here,mama,listen,drama,here,forgiveness,nice,thing,haha,cant,even,say,straight,face,cant,nice,thing,darling,darling,break,take,away,cant,nice,uhuh,thing,honey,baby,think,hear,thing,said,cant,nice,thing,darling,here,real,friend,break,take,here,baby,nice,thing,honey,care,hesaid,shesaid,think,hear,thing,said,cant,nice,thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,rain,wanted,comfortable,wanted,pain,wanted,bride,making,name,chasing,fame,stayed,changed,midnight,town,wasteland,full,cage,full,fence,pageant,queen,big,pretender,paradise,boy,montage,slowmotion,love,potion,jumping,thing,ocean,broke,heart,nice,sunshine,midnight,rain,wanted,comfortable,wanted,pain,wanted,bride,making,name,chasing,fame,stayed,changed,midnight,came,postcard,picture,perfect,shiny,family,holiday,peppermint,candy,every,day,peered,window,deep,portal,time,travel,love,unravel,life,gave,away,sunshine,midnight,rain,might,also,wanted,comfortable,wanted,pain,wanted,bride,making,name,chasing,fame,stayed,changed,midnight,rain,wanted,comfortable,wanted,pain,wanted,bride,making,name,chasing,fame,stayed,changed,midnight,guess,sometimes,get,wanted,wanted,never,think,except,tv,guess,sometimes,get,kind,haunted,kind,haunted,never,think,except,midnight,midnight,midnight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,morning,came,cleaning,incense,vinyl,shelf,lost,track,time,laughing,foot,lap,closest,friend,howd,end,floor,anyway,,say,roommate,cheapass,screwtop,ro,,see,every,day,chose,one,dancing,new,york,shoe,looked,sky,burgundy,tshirt,splashed,wine,blood,rushed,cheek,scarlet,mark,th,saw,collarbone,rust,grew,b,tween,telephone,lip,used,call,home,scarlet,maroon,silence,came,shaking,blind,hazy,hell,lose,sight,sobbing,head,hand,aint,way,shit,always,end,standing,holloweyed,hallway,carnation,thought,rose,feel,matter,ruby,gave,might,also,lost,one,dancing,new,york,shoe,looked,sky,maroon,burgundy,tshirt,splashed,wine,blood,rushed,cheek,scarlet,maroon,mark,saw,collarbone,rust,grew,telephone,lip,used,call,home,scarlet,maroon,wake,memory,real,fucking,legacy,legacy,maroon,wake,memory,real,fucking,legacy,leave,burgundy,tshirt,splashed,wine,blood,rushed,cheek,scarlet,maroon,mark,saw,collarbone,rust,grew,telephone,lip,used,call,home,scarlet,maroon,maroon,maroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,wouldve,blinked,wouldve,looked,away,first,glance,tasted,poison,couldve,spit,first,chance,paint,splatter,promising,grown,man,child,matter,got,wash,hand,used,pray,wouldve,couldve,never,looked,way,wouldve,stayed,knee,damn,sure,never,wouldve,danced,devil,nineteen,god,honest,truth,pain,heaven,grown,scared,ghost,memory,feel,weapon,know,wish,left,wondering,never,touched,wouldve,gone,along,righteous,never,blushed,couldve,never,whispered,never,saved,boredom,couldve,gone,lord,made,feel,important,tried,erase,might,also,crisis,faith,wouldve,couldve,played,safe,wouldve,stayed,knee,damn,sure,never,wouldve,danced,devil,nineteen,god,honest,truth,pain,heaven,grown,scared,ghost,memory,feel,weapon,know,wish,left,wondering,god,rest,soul,miss,used,tomb,close,stained,glass,window,mind,regret,time,cant,let,go,fight,sleep,wound,close,keep,waiting,sign,regret,time,clarity,death,die,year,tearing,banner,living,thrill,hitting,hurt,give,back,girlhood,mine,first,damn,sure,never,wouldve,danced,devil,nineteen,god,honest,truth,pain,heaven,grown,scared,ghost,memory,feel,weapon,know,wish,left,wondering,god,rest,soul,miss,used,tomb,close,stained,glass,window,mind,regret,time,cant,let,go,fight,sleep,wound,close,keep,waiting,sign,regret,time,god,rest,soul,miss,used,tomb,close,stained,glass,window,mind,regret,time,cant,let,go,fight,sleep,wound,close,keep,waiting,sign,regret,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,word,appear,aftermath,salt,stream,eye,ear,every,single,thing,touch,becomes,sick,sadness,sea,goodbye,goodbye,goodbye,bigger,whole,sky,short,time,got,lot,pine,got,lot,live,without,never,gonna,meet,couldve,wouldve,couldve,wouldve,bird,flap,wing,ov,r,asia,force,take,b,cause,pray,every,single,thing,come,turned,ash,meant,say,word,believe,goodbye,goodbye,goodbye,bigger,whole,sky,short,time,got,lot,pine,got,lot,live,without,never,gonna,meet,couldve,wouldve,might,also,couldve,wouldve,couldve,wouldve,couldve,wouldve,couldve,wouldve,goodbye,goodbye,goodbye,bigger,whole,sky,short,time,got,lot,pine,got,lot,live,without,never,gonna,meet,couldve,wouldve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,hurt,much,right,thinkin,whole,time,breathe,breathe,breathe,deep,breathe,gettin,whole,life,know,scared,elevator,never,trust,rise,fast,cant,last,uhoh,fallin,love,fallin,love,fallin,love,thought,plane,goin,howd,turn,right,around,feel,raw,right,lost,labyrinth,mind,break,break,free,break,break,would,break,back,make,break,smile,know,much,hate,everybody,expects,bounce,back,might,also,uhoh,fallin,love,fallin,love,fallin,love,thought,plane,goin,howd,turn,right,around,uhoh,fallin,love,fallin,love,fallin,love,thought,plane,goin,howd,turn,right,around,uhoh,fallin,love,fallin,love,fallin,love,thought,plane,goin,howd,turn,right,around,uhoh,fallin,love,fallin,love,fallin,love,thought,plane,goin,howd,turn,right,around,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,summer,went,away,still,yearning,stay,play,cool,best,wait,patiently,he,gonna,notice,okay,best,friend,anyway,hear,voice,smoking,boy,touch,phone,face,choose,town,dream,getting,there,one,could,make,stay,day,sprinkler,splash,fireplace,ash,waited,age,see,search,party,better,body,learn,never,cared,kid,always,see,great,escape,long,daisy,may,picked,petal,love,something,different,bloomed,writing,room,play,song,parking,lot,run,away,might,also,sprinkler,splash,fireplace,ash,called,taxi,take,search,party,better,body,learn,dream,rare,kid,always,sprinkler,splash,fireplace,ash,gave,blood,sweat,tear,hosted,party,starved,body,saved,perfect,kiss,joke,funny,took,money,friend,home,know,say,looked,around,bloodsoaked,gown,saw,something,cant,take,away,page,turned,bridge,burned,everything,lose,step,take,make,friendship,bracelet,take,moment,taste,got,reason,afraid,kid,yeah,face,kid,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,knuckle,bruised,violet,sucker,punching,wall,cursed,sleeptalked,spineless,tomb,silence,tore,banner,took,battle,underground,maybe,ego,swinging,maybe,flash,battle,come,back,blur,bloodshed,crimson,clover,uhhuh,sweet,dream,hand,one,reached,throughout,great,war,always,remember,uhhuh,tear,l,tter,vowed,cry,anymore,w,survived,great,war,drew,good,faith,treaty,drew,curtain,closed,drank,poison,alone,said,trust,freely,diesel,desire,playing,fire,maybe,past,talking,screaming,crypt,telling,punish,thing,never,justified,might,also,bloodshed,crimson,clover,uhhuh,bomb,closer,hand,one,reached,throughout,great,war,always,remember,uhhuh,burning,ember,vowed,fight,anymore,survived,great,war,uhhuh,uhhuh,turned,something,bigger,somewhere,haze,got,sense,betrayed,finger,hairpin,trigger,soldier,icy,ground,looked,honor,truth,broken,blue,called,troop,night,nearly,lost,really,thought,lost,plant,memory,garden,say,solemn,prayer,place,poppy,hair,there,morning,glory,war,fair,never,go,back,bloodshed,crimson,clover,uhhuh,worst,hand,one,reached,throughout,great,war,always,remember,uhhuh,burned,better,vowed,would,always,survived,great,war,uhhuh,uhhuh,always,survived,great,war,uhhuh,vow,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,one,night,moon,ago,saw,fleck,couldve,light,might,passing,unbeknownst,life,emotionally,abusive,time,cant,stop,quite,flight,awful,thanks,asking,unglued,thanks,snow,beach,weird,fuckin,beautiful,flying,dream,star,pocketful,wanting,tonight,feel,impossible,comin,sound,around,snow,beach,snow,beach,snow,beach,snow,might,also,scene,feel,saw,screen,searched,aurora,borealis,green,never,seen,someone,lit,within,blurring,periphery,smile,contest,hide,would,dishonest,fine,fake,make,true,snow,beach,weird,fuckin,beautiful,flying,dream,star,pocketful,wanting,tonight,feel,impossible,comin,sound,around,snow,beach,snow,beach,snow,beach,snow,cant,cant,speak,afraid,jinx,even,dare,wish,eye,flying,saucer,another,planet,janet,real,thing,falling,snow,beach,snow,beach,weird,fuckin,beautiful,flying,dream,flying,dream,star,pocketful,wanting,wanting,tonight,feel,impossible,comin,sound,around,snow,beach,snow,beach,snow,beach,flying,dream,snow,beach,wanting,snow,comin,sound,around,snow,beach,comin,comin,comin,comin,snow,beach,comin,comin,comin,comin,comin,comin,comin,comin,comin,comin,comin,comin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,supposed,friend,live,part,town,maybe,see,weekend,depending,kind,mood,situationship,whats,system,think,there,glitch,yeah,five,second,later,fastening,stitch,yeah,even,sorry,night,starry,blood,moonlit,must,counterfeit,think,there,glitch,yeah,supposed,sweat,search,glorious,happening,happenstance,someone,el,playground,twothousand,onehundred,ninety,day,love,blackout,love,blacking,system,breaking,system,breaking,think,there,glitch,yeah,five,second,later,fastening,stitch,yeah,even,sorry,night,starry,blood,moonlit,must,counterfeit,think,there,glitch,might,also,brief,interruption,slight,malfunction,go,back,wanting,dude,give,nothing,thought,chance,romance,let,dance,glitch,yeah,five,second,later,fastening,stitch,yeah,even,sorry,night,starry,blood,moonlit,must,counterfeit,must,counterfeit,think,there,glitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,remember,good,girl,sad,boy,big,city,wrong,choice,one,thing,goin,swear,somethin,remember,painted,night,color,searched,since,one,thing,another,fuckin,situation,circumstance,miscommunications,say,way,may,explanation,ask,question,ever,someone,kiss,crowded,room,every,single,one,friend,makin,fun,fifteen,second,later,th,clappin,l,ave,house,middle,night,wish,put,fight,said,much,wish,could,still,touch,question,might,also,halfmoon,eye,bad,surprise,realize,time,mind,dickhead,guy,saw,night,somethin,one,drink,another,fuckin,politics,gender,role,sure,know,got,swept,away,gray,may,conversation,ask,question,ever,someone,kiss,crowded,room,every,single,one,friend,makin,fun,fifteen,second,later,clappin,leave,house,middle,night,wish,put,fight,said,much,wish,could,still,touch,question,feel,everythings,second,best,meteor,strike,whats,heard,still,nice,sure,whats,suitable,right,tonight,ask,question,ask,question,,ever,someone,kiss,crowded,room,crowded,room,every,single,one,friend,makin,fun,makin,fun,fifteen,second,later,clappin,leave,house,middle,night,wish,put,fight,fight,said,much,wish,could,still,touch,question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,exfriends,sister,met,someone,club,kissed,turn,guy,hooked,age,ago,wannabe,zlister,outfit,terrible,2003,unbearable,see,photo,,thanks,though,love,might,stop,breathing,drew,map,bedroom,ceiling,see,news,somewhere,else,stumbled,pretend,alleyway,cheap,wine,make,believe,champagne,taken,view,paris,somewhere,else,paris,somewhere,else,privacy,sign,door,page,whole,world,romance,dead,keep,levitate,mess,made,sit,quiet,side,shade,kind,thrown,mean,kind,tree,grown,might,also,love,might,stop,breathing,drew,map,bedroom,ceiling,see,news,somewhere,else,stumbled,pretend,alleyway,cheap,wine,make,believe,champagne,taken,view,paris,somewhere,else,paris,somewhere,else,wanna,brainwash,loving,forever,wanna,transport,somewhere,culture,clever,confess,truth,swooping,sloping,cursive,letter,let,flashing,light,tower,midnight,mind,drew,map,bedroom,ceiling,see,news,somewhere,else,alleyway,drinking,champagne,paris,yes,somewhere,else,love,paris,yes,somewhere,else,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,dear,reader,feel,trap,already,one,dear,reader,get,map,pick,somewhere,run,dear,reader,burn,file,desert,past,life,recognize,mean,right,never,take,advice,someone,who,falling,apart,never,take,advice,someone,who,falling,apart,find,another,dear,reader,bend,snap,dear,reader,answer,asked,find,another,dear,reader,greatest,luxury,secret,dear,reader,aim,devil,make,sure,miss,never,take,advice,someone,who,falling,apart,never,take,advice,someone,who,falling,apart,might,also,wander,night,prefer,hiding,plain,sight,fourth,drink,hand,desperate,prayer,cursed,man,spilling,free,darling,darling,please,take,word,knew,talking,knew,walking,house,home,alone,nobody,pace,pen,friend,found,friend,care,one,see,lose,playing,solitaire,find,another,guiding,light,guiding,light,shine,bright,find,another,guiding,light,guiding,light,shine,bright,find,another,find,another,guiding,light,find,another,find,another,find,another,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,karma,girl,grrah,talking,shit,hell,addicted,betrayal,relevant,terrified,look,dare,see,glare,everyone,burned,get,comin,back,around,keep,side,street,clean,know,mean,karma,boyfriend,karma,god,karma,breeze,hair,weekend,karma,relaxing,thought,envious,sweet,honey,karma,cat,purring,lap,love,flexing,lik,goddamn,acrobat,karma,vibe,might,also,karma,ch,cks,boutta,bounce,damn,karma,fire,house,grrah,boutta,pop,unannounced,never,leavin,alone,damn,watch,put,opps,throne,damn,got,wavin,pretty,white,flag,feenin,cash,thinkin,itll,save,switchin,behavior,okay,baby,aint,gotta,worry,karma,never,get,lazy,keep,head,bread,let,never,promise,never,endeavor,none,lesser,ever,ever,draggin,wagon,karma,beauty,winning,pageant,grrah,karma,boyfriend,damn,karma,god,karma,breeze,hair,weekend,karma,relaxing,thought,envious,sweet,honey,karma,cat,purring,lap,love,flexing,goddamn,acrobat,karma,vibe,grrah,ask,learned,year,ask,earned,tear,ask,many,fade,still,still,still,karma,thunder,rattlin,ground,karma,scent,bounty,hunter,karma,gonna,track,step,step,town,town,sweet,justice,karma,queen,karma,take,friend,summit,fact,karma,guy,screen,coming,straight,home,karma,boyfriend,karma,boyfriend,karma,god,damn,karma,breeze,hair,weekend,weekend,karma,relaxing,thought,envious,sweet,honey,karma,cat,purring,lap,love,flexing,goddamn,acrobat,karma,vibe,karma,boyfriend,karma,god,karma,bestie,mmm,karma,relaxing,thought,karma,gonna,hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,draw,cat,eye,sharp,enough,kill,man,bad,thing,worst,sometimes,wonder,onell,last,lie,say,look,kill,might,try,dress,woman,dress,men,lately,dressin,revenge,start,shit,tell,end,get,sad,get,even,weekend,dress,friend,lately,dressin,revenge,needed,cold,hard,proof,gave,envelope,think,got,get,house,get,kid,get,pride,picture,thick,thief,exwife,look,pretty,drivin,benz,lately,dressin,revenge,start,shit,tell,end,get,sad,get,even,weekend,dress,friend,lately,dressing,revenge,might,also,lady,always,rise,lady,know,people,want,someone,sweet,kind,fun,lady,simply,enough,doin,line,crossin,mine,someone,told,whitecollar,crime,fbi,dress,villain,innocent,vigilante,shit,start,shit,tell,end,get,sad,get,even,weekend,dress,friend,lately,dressin,revenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,talking,shit,hell,addicted,betrayal,relevant,terrified,look,dare,see,glare,everyone,burned,get,coming,back,around,keep,side,street,clean,know,mean,karma,boyfriend,karma,god,karma,breeze,hair,weekend,karma,relaxing,thought,envious,sweet,honey,karma,cat,purring,lap,love,flexing,goddamn,acrobat,karma,vibe,spiderboy,king,thief,weave,little,web,opacity,penny,made,crown,trick,trick,twice,know,cash,aint,price,coming,back,around,might,also,keep,side,street,clean,know,mean,karma,boyfriend,karma,god,karma,breeze,hair,weekend,karma,relaxing,thought,envious,sweet,honey,karma,cat,purring,lap,love,flexing,goddamn,acrobat,karma,vibe,ask,learned,year,ask,earned,tear,ask,many,fade,still,still,still,karma,thunder,rattling,ground,karma,scent,bounty,hunter,karma,gonna,track,step,step,town,town,sweet,justice,karma,queen,karma,take,friend,summit,karma,guy,screen,coming,straight,home,karma,boyfriend,karma,boyfriend,karma,god,karma,breeze,hair,weekend,weekend,karma,relaxing,thought,envious,sweet,honey,karma,cat,purring,lap,love,flexing,goddamn,acrobat,karma,vibe,karma,boyfriend,karma,god,uhhuh,mm,karma,relaxing,thought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,spy,little,tired,eye,tiny,firefly,pebble,picked,last,july,deep,inside,pocket,almost,forgot,ever,miss,wicklow,sometimes,said,end,comin,everyone,somethin,find,runnin,home,sweet,nothing,outside,push,shovin,kitchen,hummin,ever,wanted,sweet,nothin,way,home,wrote,poem,say,mind,happens,time,caus,said,end,comin,ev,ryones,somethin,find,runnin,home,sweet,nothing,outside,theyre,push,shovin,kitchen,hummin,ever,wanted,nothin,might,also,industry,disruptors,soul,deconstructors,smoothtalking,huckster,gladhanding,voice,implore,admit,soft,said,end,comin,everyones,somethin,find,runnin,home,sweet,nothing,outside,theyre,push,shovin,kitchen,hummin,ever,wanted,sweet,nothin,said,end,comin,said,end,comin,everyones,somethin,everyones,somethin,find,runnin,home,sweet,nothing,outside,theyre,push,shovin,outside,theyre,push,shovin,kitchen,hummin,kitchen,hummin,ever,wanted,sweet,nothin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
